"CALLSIGN"	"FREQUENCY"	"SERVICE"	"CLASS"	"STATUS"	"CITY"	"STATE"	"COUNTRY"	"FILENUM"	"FACID"	"LAT"	"LON"	"LICENSEE"	"LATDD"	"LONDD"	"deleted"
"WUPC-LP"	"102.3 MHz"	"FL"	"L1"	"LIC"	"ARROWHEAD VILLAGE"	"NJ"	"US"	"BLL    -20031210AAZ"	133835	"40-4-58N"	"74-6-22W"	"RADIO ALERTA"	40.0828	74.1061	0
"WUPE-FM"	"100.1 MHz"	"FM"	"A"	"LIC"	"NORTH ADAMS"	"MA"	"US"	"BMLH   -20091119ADB"	4821	"42-41-51N"	"73-3-52W"	"BERKSHIRE BROADCASTING CO., INC."	42.6975	73.0644	0
"WUPF"	"107.3 MHz"	"FM"	"C2"	"LIC"	"POWERS"	"MI"	"US"	"BLH    -20081229AAF"	164245	"45-42-39N"	"87-20-49W"	"RADIOACTIVE, LLC"	45.7108	87.3469	0
"WUPG"	"96.7  MHz"	"FM"	"C3"	"LIC"	"REPUBLIC"	"MI"	"US"	"BLH    -20080418ABJ"	164246	"46-32-23.6N"	"88-3-17.9W"	"RADIOACTIVE, LLC"	46.5399	88.055	0
"WUPI"	"92.1  MHz"	"FM"	"D"	"LIC"	"PRESQUE ISLE"	"ME"	"US"	"BLED   -19821201AI"	69317	"46-40-15N"	"68-1-0W"	"UNIVERSITY OF MAINE SYSTEM"	46.6708	68.0167	0
"WUPK"	"94.1  MHz"	"FM"	"A"	"LIC"	"MARQUETTE"	"MI"	"US"	"BLH    -20040528AJW"	64025	"46-30-51N"	"87-28-58W"	"NORTHERN STAR BROADCASTING, L.L.C."	46.5142	87.4828	0
"WUPM"	"106.9 MHz"	"FM"	"C1"	"LIC"	"IRONWOOD"	"MI"	"US"	"BLH    -19880929KA"	5236	"46-28-18N"	"90-0-43W"	"BIG G LITTLE O, INC."	46.4717	90.0119	0
"WUPS"	"98.5  MHz"	"FM"	"C1"	"LIC"	"HARRISON"	"MI"	"US"	"BLH    -20080924AKU"	49694	"44-17-21N"	"84-44-32W"	"COLTRACE COMMUNICATIONS, INC."	44.2892	84.7422	0
"WUPT"	"100.3 MHz"	"FM"	"C1"	"LIC"	"GWINN"	"MI"	"US"	"BLH    -20080605AAV"	164244	"46-30-52.2N"	"87-28-36.5W"	"RADIOACTIVE, LLC"	46.5145	87.4768	0
"WUPX"	"91.5  MHz"	"FM"	"A"	"LIC"	"MARQUETTE"	"MI"	"US"	"BLED   -20030626ABP"	49571	"46-34-44N"	"87-23-41W"	"BOARD OF TRUSTEES OF NORTHERN MICHIGAN UNIVERSITY"	46.5789	87.3947	0
"WUPY"	"101.1 MHz"	"FM"	"C1"	"LIC"	"ONTONAGON"	"MI"	"US"	"BLH    -20070111ABS"	58318	"46-45-1.4N"	"89-10-46.2W"	"SNRN BROADCASTING, INC."	46.7504	89.1795	0
"WUPZ"	"94.9  MHz"	"FM"	"C1"	"LIC"	"CHOCOLAY TOWNSHIP"	"MI"	"US"	"BLH    -20090610AAG"	164243	"46-30-52.2N"	"87-28-36.5W"	"RADIOACTIVE, LLC"	46.5145	87.4768	0
"WURC"	"88.1  MHz"	"FM"	"A"	"LIC"	"HOLLY SPRINGS"	"MS"	"US"	"BLED   -19880711KC"	58271	"34-46-53N"	"89-26-49W"	"RUST COLLEGE, INC."	34.7814	89.4469	0
"WURI"	"90.9  MHz"	"FM"	"A"	"LIC"	"MANTEO"	"NC"	"US"	"BMLED  -20040415ACJ"	91803	"35-54-28N"	"75-40-26W"	"BOARD OF TRUSTEES UNIVERSITY OF NC AT CHAPEL HILL"	35.9078	75.6739	0
"WURV"	"103.7 MHz"	"FM"	"B"	"LIC"	"RICHMOND"	"VA"	"US"	"BLH    -19831117BF"	37230	"37-30-31N"	"77-34-37W"	"COX RADIO, INC."	37.5086	77.5769	0
"WURV"	"103.7 MHz"	"FS"	"B"	"LIC"	"RICHMOND"	"VA"	"US"	"BXLH   -20050512ACH"	37230	"37-30-31N"	"77-34-37W"	"COX RADIO, INC."	37.5086	77.5769	0
"WURY-LP"	"97.1  MHz"	"FL"	"L1"	"LIC"	"PHENIX CITY"	"AL"	"US"	"BLL    -20051228AAA"	135293	"32-26-59N"	"85-0-41W"	"TALKFAITH RADIO"	32.4497	85.0114	0
"WUSB"	"90.1  MHz"	"FM"	"B1"	"LIC"	"STONY BROOK"	"NY"	"US"	"BLED   -19950824KA"	63110	"40-50-32N"	"73-2-23W"	"STATE UNIVERSITY OF NEW YORK"	40.8422	73.0397	0
"WUSC-FM"	"90.5  MHz"	"FM"	"A"	"LIC"	"COLUMBIA"	"SC"	"US"	"BLED   -19870817KD"	66603	"34-0-2N"	"81-1-19W"	"UNIVERSITY OF SOUTH CAROLINA"	34.0006	81.0219	0
"WUSD"	"93.7  MHz"	"FM"	"C1"	"LIC"	"HARTFORD"	"AL"	"US"	"BLH    -20090707AEB"	62206	"31-2-42N"	"85-57-33W"	"GULF SOUTH COMMUNICATIONS, INC."	31.045	85.9592	0
"WUSF"	"89.7  MHz"	"FM"	"C1"	"LIC"	"TAMPA"	"FL"	"US"	"BMLED  -20080723AAU"	69122	"27-50-53N"	"82-15-48W"	"UNIVERSITY OF SOUTH FLORIDA"	27.8481	82.2633	0
"WUSF"	"89.7  MHz"	"FS"	"C1"	"LIC"	"TAMPA"	"FL"	"US"	"BXLED  -20081125ATE"	69122	"27-50-55N"	"82-15-49W"	"UNIVERSITY OF SOUTH FLORIDA"	27.8486	82.2636	0
"WUSG-LP"	"88.7  MHz"	"FL"	"L1"	"LIC"	"CAMBRIDGE"	"MN"	"US"	"BLL    -20050316AAA"	127133	"45-33-18N"	"93-13-31W"	"CAMBRIDGE ADVENTIST BROADCASTING CORPORATION"	45.555	93.2253	0
"WUSH"	"106.1 MHz"	"FM"	"B1"	"LIC"	"POQUOSON"	"VA"	"US"	"BLH    -20090601AKG"	78447	"36-51-39N"	"76-21-13W"	"COMMONWEALTH BROADCASTING, L.L.C."	36.8608	76.3536	0
"WUSI"	"90.3  MHz"	"FM"	"B"	"LIC"	"OLNEY"	"IL"	"US"	"BLED   -19921113KD"	6108	"38-50-18N"	"88-7-46W"	"BOARD OF TRUSTEES OF SOUTHERN ILLINOIS UNIVERSITY"	38.8383	88.1294	0
"WUSJ"	"96.3  MHz"	"FM"	"C0"	"LIC"	"MADISON"	"MS"	"US"	"BLH    -20060417AFE"	62050	"32-11-29N"	"90-24-22W"	"NEW SOUTH RADIO, INC."	32.1914	90.4061	0
"WUSL"	"98.9  MHz"	"FM"	"B"	"LIC"	"PHILADELPHIA"	"PA"	"US"	"BLH    -19980922KE"	20349	"40-2-37N"	"75-14-32W"	"AMFM RADIO LICENSES, L.L.C."	40.0436	75.2422	0
"WUSL"	"98.9  MHz"	"FS"	"B"	"LIC"	"PHILADELPHIA"	"PA"	"US"	"BLH    -19980922KD"	20349	"40-2-37N"	"75-14-32W"	"AMFM RADIO LICENSES, L.L.C."	40.0436	75.2422	0
"WUSM-FM"	"88.5  MHz"	"FM"	"A"	"LIC"	"HATTIESBURG"	"MS"	"US"	"BLED   -19840228AA"	69214	"31-21-2N"	"89-22-12W"	"UNIVERSITY OF SOUTHERN MISSISSIPPI"	31.3506	89.37	0
"WUSN"	"99.5  MHz"	"FM"	"B"	"LIC"	"CHICAGO"	"IL"	"US"	"BLH    -20030611AAT"	28620	"41-53-56N"	"87-37-23W"	"CBS RADIO INC. OF CHICAGO"	41.8989	87.6231	0
"WUSN"	"99.5  MHz"	"FS"	"B"	"LIC"	"CHICAGO"	"IL"	"US"	"BXLH   -20050502ABF"	28620	"41-56-17N"	"87-45-4W"	"CBS RADIO INC. OF CHICAGO"	41.9381	87.7511	0
"WUSN"	"99.5  MHz"	"FS"	"B"	"LIC"	"CHICAGO"	"IL"	"US"	"BXMLH  -20050309ABS"	28620	"41-53-56N"	"87-37-23W"	"CBS RADIO INC. OF CHICAGO"	41.8989	87.6231	0
"WUSO"	"89.1  MHz"	"FM"	"A"	"LIC"	"SPRINGFIELD"	"OH"	"US"	"BLED   -20060323AHH"	65468	"39-56-9N"	"83-48-41W"	"THE BOARD OF DIRECTORS OF WITTENBERG COLLEGE"	39.9358	83.8114	0
"WUSQ-FM"	"102.5 MHz"	"FM"	"B"	"LIC"	"WINCHESTER"	"VA"	"US"	"BLH    -19880405KB"	74160	"39-10-38N"	"78-15-53W"	"CAPSTAR TX LLC"	39.1772	78.2647	0
"WUSR"	"99.5  MHz"	"FM"	"A"	"LIC"	"SCRANTON"	"PA"	"US"	"BLED   -19930303KB"	69198	"41-26-9N"	"75-43-33W"	"UNIVERSITY OF SCRANTON"	41.4358	75.7258	0
"WUSY"	"100.7 MHz"	"FM"	"C0"	"LIC"	"CLEVELAND"	"TN"	"US"	"BLH    -19890711KC"	12315	"35-12-26N"	"85-17-10W"	"CAPSTAR TX LLC"	35.2072	85.2861	0
"WUSY"	"100.7 MHz"	"FS"	"C0"	"LIC"	"CLEVELAND"	"TN"	"US"	"BXLH   -20081201AFM"	12315	"35-12-26N"	"85-17-10W"	"CAPSTAR TX LLC"	35.2072	85.2861	0
"WUSZ"	"99.9  MHz"	"FM"	"C1"	"LIC"	"VIRGINIA"	"MN"	"US"	"BLH    -20051102AAS"	70302	"47-22-24N"	"93-0-48W"	"MIDWEST COMMUNICATIONS, INC."	47.3733	93.0133	0
"WUTC"	"88.1  MHz"	"FM"	"C1"	"LIC"	"CHATTANOOGA"	"TN"	"US"	"BLED   -19931130KA"	69325	"35-12-26N"	"85-16-52W"	"UNIVERSITY OF TENNESSEE"	35.2072	85.2811	0
"WUTK-FM"	"90.3  MHz"	"FM"	"A"	"LIC"	"KNOXVILLE"	"TN"	"US"	"BLED   -19950410KI"	69329	"35-57-9N"	"83-55-34W"	"UNIVERSITY OF TENNESSEE"	35.9525	83.9261	0
"WUTM"	"90.3  MHz"	"FM"	"A"	"LIC"	"MARTIN"	"TN"	"US"	"BLED   -19811110AA"	66572	"36-20-28N"	"88-51-39W"	"THE UNIVERSITY OF TENNESSEE"	36.3411	88.8608	0
"WUTS"	"91.3  MHz"	"FM"	"A"	"LIC"	"SEWANEE"	"TN"	"US"	"BLED   -19980804KA"	69047	"35-12-23N"	"85-55-4W"	"UNIVERSITY OF THE SOUTH"	35.2064	85.9178	0
"WUTZ"	"88.3  MHz"	"FM"	"D"	"LIC"	"SUMMERTOWN"	"TN"	"US"	"BLED   -19790313AF"	54583	"35-28-45N"	"87-19-48W"	"RADIO FREE BROADCASTING COMPANY"	35.4792	87.33	0
"WUUF"	"103.5 MHz"	"FM"	"A"	"LIC"	"SODUS"	"NY"	"US"	"BLH    -19960715KA"	71153	"43-16-5N"	"77-9-40W"	"WAYNCO RADIO"	43.2681	77.1611	0
"WUUQ"	"97.3  MHz"	"FM"	"C2"	"LIC"	"SOUTH PITTSBURG"	"TN"	"US"	"BLH    -19901119KE"	40469	"34-58-21N"	"85-37-58W"	"3 DAUGHTERS MEDIA, INC."	34.9725	85.6328	0
"WUUU"	"98.9  MHz"	"FM"	"A"	"LIC"	"FRANKLINTON"	"LA"	"US"	"BLH    -19961119KA"	22992	"30-51-34N"	"90-9-57W"	"PITTMAN BROADCASTING SERVICES, LLC."	30.8594	90.1658	0
"WUUZ"	"107.7 MHz"	"FM"	"A"	"LIC"	"COOPERSTOWN"	"PA"	"US"	"BLH    -20020201AAR"	88380	"41-29-23N"	"79-44-7W"	"FOREVER BROADCASTING, LLC"	41.4897	79.7353	0
"WUVA"	"92.7  MHz"	"FM"	"A"	"LIC"	"CHARLOTTESVILLE"	"VA"	"US"	"BLH    -19981119KC"	74161	"37-59-8N"	"78-28-47W"	"WUVA, INC."	37.9856	78.4797	0
"WUVS-LP"	"103.7 MHz"	"FL"	"L1"	"LIC"	"MUSKEGON"	"MI"	"US"	"BLL    -20090720ABZ"	125796	"43-14-21.1N"	"86-15-5.9W"	"THE WEST MICHIGAN COMMUNITY HELP NETWORK"	43.2392	86.2516	0
"WUVT-FM"	"90.7  MHz"	"FM"	"C3"	"LIC"	"BLACKSBURG"	"VA"	"US"	"BLED   -20090814AAL"	70278	"37-11-12N"	"80-28-53.8W"	"VIRG. POLYTECHNIC INST. & STATE UNIV"	37.1867	80.4816	0
"WUWF"	"88.1  MHz"	"FM"	"C1"	"LIC"	"PENSACOLA"	"FL"	"US"	"BLED   -20081124AIV"	66570	"30-24-13N"	"86-59-34W"	"THE UNIVERSITY OF WEST FLORIDA"	30.4036	86.9928	0
"WUWF"	"88.1  MHz"	"FS"	"C1"	"LIC"	"PENSACOLA"	"FL"	"US"	"BXLED  -20081023ABD"	66570	"30-32-37.1N"	"87-13-12.9W"	"THE UNIVERSITY OF WEST FLORIDA"	30.5436	87.2202	0
"WUWG"	"90.7  MHz"	"FM"	"A"	"LIC"	"CARROLLTON"	"GA"	"US"	"BMLED  -20090309ACM"	71602	"33-33-50N"	"85-1-4W"	"GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION"	33.5639	85.0178	0
"WUWM"	"89.7  MHz"	"FM"	"B"	"LIC"	"MILWAUKEE"	"WI"	"US"	"BLED   -20060419ACI"	4285	"43-5-26N"	"87-53-50W"	"BOARD OF REGENTS, UNIVERSITY OF WISCONSIN SYSTEM"	43.0906	87.8972	0
"WUZR"	"105.7 MHz"	"FM"	"A"	"LIC"	"BICKNELL"	"IN"	"US"	"BLH    -19931122KF"	41004	"38-43-47N"	"87-24-44W"	"THE ORIGINAL COMPANY, INC"	38.7297	87.4122	0
"WUZZ"	"94.3  MHz"	"FM"	"A"	"LIC"	"SAEGERTOWN"	"PA"	"US"	"BLH    -19950818KE"	12918	"41-37-53N"	"80-10-37W"	"FOREVER BROADCASTING, LLC"	41.6314	80.1769	0
"WVAC-FM"	"107.9 MHz"	"FM"	"D"	"LIC"	"ADRIAN"	"MI"	"US"	"BLED   -20090327AHW"	478	"41-53-49N"	"84-3-40W"	"ADRIAN COLLEGE"	41.8969	84.0611	0
"WVAF"	"99.9  MHz"	"FM"	"B"	"LIC"	"CHARLESTON"	"WV"	"US"	"BLH    -20060420ABP"	71663	"38-16-25N"	"81-31-27W"	"WEST VIRGINIA RADIO CORPORATION OF CHARLESTON"	38.2736	81.5242	0
"WVAF"	"99.9  MHz"	"FS"	"B"	"LIC"	"CHARLESTON"	"WV"	"US"	"BXMLH  -20071203CHW"	71663	"38-19-9N"	"81-32-29W"	"WEST VIRGINIA RADIO CORPORATION OF CHARLESTON"	38.3192	81.5414	0
"WVAQ"	"101.9 MHz"	"FM"	"B"	"LIC"	"MORGANTOWN"	"WV"	"US"	"BLH    -19810417AI"	71677	"39-36-30N"	"79-59-7W"	"WEST VIRGINIA RADIO CORPORATION"	39.6083	79.9853	0
"WVAS"	"90.7  MHz"	"FM"	"C1"	"LIC"	"MONTGOMERY"	"AL"	"US"	"BLED   -19920401KA"	727	"32-21-58N"	"86-17-40W"	"ALABAMA STATE UNIVERSITY (ASU)"	32.3661	86.2944	0
"WVAZ"	"102.7 MHz"	"FM"	"B"	"LIC"	"OAK PARK"	"IL"	"US"	"BLH    -5595"	6588	"41-53-56N"	"87-37-23W"	"AMFM BROADCASTING LICENSES, LLC"	41.8989	87.6231	0
"WVAZ"	"102.7 MHz"	"FS"	"B"	"LIC"	"OAK PARK"	"IL"	"US"	"BXLH   -20001113AAF"	6588	"41-51-39N"	"87-41-12W"	"AMFM BROADCASTING LICENSES, LLC"	41.8608	87.6867	0
"WVAZ"	"102.7 MHz"	"FS"	"B"	"LIC"	"OAK PARK"	"IL"	"US"	"BXLH   -20030620AAC"	6588	"41-53-56N"	"87-37-23W"	"AMFM BROADCASTING LICENSES, LLC"	41.8989	87.6231	0
"WVAZ"	"102.7 MHz"	"FS"	"B"	"LIC"	"OAK PARK"	"IL"	"US"	"BXLH   -20060623ABN"	6588	"41-51-39N"	"87-41-12W"	"AMFM BROADCASTING LICENSES, LLC"	41.8608	87.6867	0
"WVBC"	"88.1  MHz"	"FM"	"A"	"LIC"	"BETHANY"	"WV"	"US"	"BLED   -19850206LM"	4954	"40-12-58N"	"80-33-31W"	"BETHANY COLLEGE"	40.2161	80.5586	0
"WVBD"	"100.7 MHz"	"FM"	"A"	"LIC"	"FAYETTEVILLE"	"WV"	"US"	"BLH    -20090429AAO"	165958	"37-55-40.4N"	"80-58-11.5W"	"SUMMIT MEDIA SOUTH, INC."	37.9279	80.9699	0
"WVBE-FM"	"100.1 MHz"	"FM"	"C3"	"LIC"	"LYNCHBURG"	"VA"	"US"	"BLH    -19920514KA"	9690	"37-27-0N"	"79-4-29W"	"MEL WHEELER, INC."	37.45	79.0747	0
"WVBG-FM"	"105.5 MHz"	"FM"	"A"	"LIC"	"REDWOOD"	"MS"	"US"	"BLH    -20050726APN"	162298	"32-23-22N"	"90-48-34W"	"LENDSI RADIO, LLC"	32.3894	90.8094	0
"WVBH"	"88.3  MHz"	"FM"	"A"	"LIC"	"BEACH HAVEN WEST"	"NJ"	"US"	"BLED   -20030304AAT"	89740	"39-42-56N"	"74-17-32W"	"PRIORITY RADIO, INC."	39.7156	74.2922	0
"WVBH-LP"	"105.3 MHz"	"FL"	"L1"	"LIC"	"BENTON HARBOR"	"MI"	"US"	"BLL    -20060118ADK"	126875	"42-6-32.8N"	"86-26-30.1W"	"FLATS ECONOMIC DEVELOPMENT CORP."	42.1091	86.4417	0
"WVBL-LP"	"99.9  MHz"	"FL"	"L1"	"LIC"	"SALEM"	"WV"	"US"	"BLL    -20040205AAG"	135335	"39-15-48N"	"80-34-26W"	"MIRACLE MEADOWS SCHOOL, INC."	39.2633	80.5739	0
"WVBO"	"103.9 MHz"	"FM"	"C3"	"LIC"	"WINNECONNE"	"WI"	"US"	"BLH    -20030926ARL"	69781	"44-8-23N"	"88-29-2W"	"CUMULUS LICENSING LLC"	44.1397	88.4839	0
"WVBR-FM"	"93.5  MHz"	"FM"	"A"	"LIC"	"ITHACA"	"NY"	"US"	"BLH    -3713"	13909	"42-25-42N"	"76-26-57W"	"CORNELL RADIO GUILD, INC."	42.4283	76.4492	0
"WVBU-FM"	"90.5  MHz"	"FM"	"A"	"LIC"	"LEWISBURG"	"PA"	"US"	"BLED   -19980323KH"	7722	"40-57-18N"	"76-52-55W"	"BUCKNELL UNIVERSITY"	40.955	76.8819	0
"WVBV"	"90.5  MHz"	"FM"	"B"	"LIC"	"MEDFORD LAKES"	"NJ"	"US"	"BLED   -20051104AAA"	122809	"39-33-20N"	"74-44-48W"	"HOPE CHRISTIAN CHURCH OF MARLTON, INC."	39.5556	74.7467	0
"WVBW"	"92.9  MHz"	"FM"	"B"	"LIC"	"SUFFOLK"	"VA"	"US"	"BMLH   -19880519KD"	64000	"36-52-35N"	"76-23-28W"	"MHR LICENSE LLC"	36.8764	76.3911	0
"WVBW"	"92.9  MHz"	"FS"	"B"	"LIC"	"SUFFOLK"	"VA"	"US"	"BLH    -19930216KC"	64000	"36-52-35N"	"76-23-28W"	"MHR LICENSE LLC"	36.8764	76.3911	0
"WVBX"	"99.3  MHz"	"FM"	"A"	"LIC"	"SPOTSYLVANIA"	"VA"	"US"	"BLH    -20090924AAP"	22484	"38-8-30N"	"77-41-34W"	"THE FREE LANCE-STAR PUBLISHING CO. OF FREDERICKSBURG, VA"	38.1417	77.6928	0
"WVBZ"	"100.3 MHz"	"FM"	"C"	"LIC"	"HIGH POINT"	"NC"	"US"	"BLH    -19880805LB"	74204	"35-58-9N"	"79-49-29W"	"CAPSTAR TX LLC"	35.9692	79.8247	0
"WVCF"	"90.5  MHz"	"FM"	"A"	"LIC"	"EAU CLAIRE"	"WI"	"US"	"BLED   -20070730ABW"	73038	"44-58-57N"	"91-25-47W"	"VCY AMERICA, INC."	44.9825	91.4297	0
"WVCL-LP"	"95.7  MHz"	"FL"	"L1"	"LIC"	"GALESBURG"	"IL"	"US"	"BLL    -20021213ABR"	126789	"40-56-13N"	"90-23-42W"	"CHRISTIAN LIFESTYLE COMMUNICATIONS, INC."	40.9369	90.395	0
"WVCM"	"91.5  MHz"	"FM"	"A"	"LIC"	"IRON MOUNTAIN"	"MI"	"US"	"BLED   -20020327ABE"	90973	"45-49-15N"	"88-2-25W"	"VCY AMERICA, INC."	45.8208	88.0403	0
"WVCN"	"104.3 MHz"	"FM"	"C1"	"LIC"	"BARAGA"	"MI"	"US"	"BMLED  -20021230AAC"	81363	"46-39-50N"	"88-23-6W"	"KEWEENAW BAY BROADCASTING, INC."	46.6639	88.385	0
"WVCO"	"94.9  MHz"	"FM"	"C3"	"LIC"	"LORIS"	"SC"	"US"	"BLH    -20021016AAD"	57036	"33-59-39N"	"78-46-16W"	"CAROLINA BEACH MUSIC BROADCASTING CORP."	33.9942	78.7711	0
"WVCP"	"88.5  MHz"	"FM"	"A"	"LIC"	"GALLATIN"	"TN"	"US"	"BLED   -20030508ABK"	70470	"36-24-15N"	"86-27-1W"	"VOLUNTEER STATE COMMUNITY COLLEGE"	36.4042	86.4503	0
"WVCR-FM"	"88.3  MHz"	"FM"	"B1"	"LIC"	"LOUDONVILLE"	"NY"	"US"	"BLED   -20010404AAV"	60295	"42-38-13N"	"74-0-5W"	"SIENA COLLEGE"	42.6369	74.0014	0
"WVCT"	"91.5  MHz"	"FM"	"A"	"LIC"	"KEAVY"	"KY"	"US"	"BLED   -19981201KA"	70115	"36-59-1N"	"84-8-1W"	"VICTORY TRAINING SCHOOL CORP."	36.9836	84.1336	0
"WVCX"	"98.9  MHz"	"FM"	"C0"	"LIC"	"TOMAH"	"WI"	"US"	"BMLED  -20020128ABE"	73061	"43-51-10N"	"90-27-36W"	"VCY AMERICA, INC."	43.8528	90.46	0
"WVCY-FM"	"107.7 MHz"	"FM"	"B"	"LIC"	"MILWAUKEE"	"WI"	"US"	"BMLED  -20050623AAF"	73059	"42-57-46N"	"88-4-23W"	"VCY AMERICA, INC."	42.9628	88.0731	0
"WVCY-FM"	"107.7 MHz"	"FS"	"B"	"LIC"	"MILWAUKEE"	"WI"	"US"	"BXLED  -20051017AAR"	73059	"42-57-51N"	"88-4-23W"	"VCY AMERICA, INC."	42.9642	88.0731	0
"WVDA"	"88.5  MHz"	"FM"	"C3"	"LIC"	"VALDOSTA"	"GA"	"US"	"BLED   -20050929AIK"	120609	"30-47-50N"	"83-1-1W"	"EDUCATIONAL MEDIA FOUNDATION"	30.7972	83.0169	0
"WVDJ-LP"	"107.9 MHz"	"FL"	"L1"	"LIC"	"RALEIGH"	"NC"	"US"	"BLL    -20061002BOB"	133917	"35-52-54N"	"78-42-57W"	"TRIANGLE ACCESS BROADCASTING, INC."	35.8817	78.7158	0
"WVDV-LP"	"104.9 MHz"	"FL"	"L1"	"LIC"	"SEBRING"	"FL"	"US"	"BLL    -20070117ADA"	134104	"27-32-25N"	"81-30-14W"	"MINISTERIO RADIAL CRISTIANO DE SEBRING, INC."	27.5403	81.5039	0
"WVEE"	"103.3 MHz"	"FM"	"C0"	"LIC"	"ATLANTA"	"GA"	"US"	"BMLH   -20080222ADZ"	63776	"33-45-33N"	"84-20-5W"	"CBS RADIO EAST INC."	33.7592	84.3347	0
"WVEE"	"103.3 MHz"	"FS"	"C0"	"LIC"	"ATLANTA"	"GA"	"US"	"BXMLH  -20061207AAR"	63776	"33-45-33N"	"84-20-5W"	"CBS RADIO EAST INC."	33.7592	84.3347	0
"WVEI-FM"	"105.5 MHz"	"FM"	"A"	"LIC"	"EASTHAMPTON"	"MA"	"US"	"BLH    -20060504AAX"	11295	"42-14-29N"	"72-38-57W"	"ENTERCOM SPRINGFIELD LICENSE, LLC"	42.2414	72.6492	0
"WVEK-FM"	"102.7 MHz"	"FM"	"C3"	"LIC"	"WEBER CITY"	"VA"	"US"	"BLH    -20080821ABX"	14721	"36-31-36N"	"82-35-13W"	"HOLSTON VALLEY BROADCASTING CORPORATION"	36.5267	82.5869	0
"WVEP"	"88.9  MHz"	"FM"	"B"	"LIC"	"MARTINSBURG"	"WV"	"US"	"BLED   -19870220KA"	70643	"39-8-38N"	"78-26-9W"	"WEST VIRGINIA EDUCATIONAL BROADCASTING AUTHORITY"	39.1439	78.4358	0
"WVEP"	"88.9  MHz"	"FS"	"B"	"LIC"	"MARTINSBURG"	"WV"	"US"	"BXLED  -20070124ABE"	70643	"39-8-38N"	"78-26-9W"	"WEST VIRGINIA EDUCATIONAL BROADCASTING AUTHORITY"	39.1439	78.4358	0
"WVEP-FM1"	"88.9  MHz"	"FB"	"D"	"LIC"	"CHARLES TOWN"	"WV"	"US"	"BLFTB  -20070611ABN"	161967	"39-20-59N"	"77-52-15W"	"WEST VIRGINIA EDUCATIONAL BROADCASTING AUTHORITY"	39.3497	77.8708	0
"WVES"	"99.3  MHz"	"FM"	"B1"	"LIC"	"ACCOMAC"	"VA"	"US"	"BLH    -19950428KA"	18384	"37-47-5N"	"75-36-16W"	"CHINCOTEAGUE BROADCASTING CORPORATION"	37.7847	75.6044	0
"WVEW-LP"	"107.7 MHz"	"FL"	"L1"	"LIC"	"BRATTLEBORO"	"VT"	"US"	"BLL    -20060828AAA"	134542	"42-51-9N"	"72-33-33W"	"VERMONT EARTH WORKS, INC."	42.8525	72.5592	0
"WVEZ"	"106.9 MHz"	"FM"	"B"	"LIC"	"ST. MATTHEWS"	"KY"	"US"	"BLH    -20070706AAP"	53595	"38-22-19N"	"85-49-33W"	"COX RADIO, INC."	38.3719	85.8258	0
"WVFA"	"90.5  MHz"	"FM"	"A"	"LIC"	"LEBANON"	"NH"	"US"	"BLED   -20100527AFV"	92641	"43-36-56N"	"72-10-24W"	"GREEN MOUNTAIN EDUCATIONAL FELLOWSHIP, INC."	43.6156	72.1733	0
"WVFB"	"101.5 MHz"	"FM"	"A"	"LIC"	"CELINA"	"TN"	"US"	"BLH    -19940808KJ"	19247	"36-33-28N"	"85-36-15W"	"PAUL BURROW, EXECUTOR"	36.5578	85.6042	0
"WVFG"	"107.5 MHz"	"FM"	"A"	"LIC"	"UNIONTOWN"	"AL"	"US"	"BLH    -19950123KA"	30281	"32-22-38N"	"87-31-25W"	"CHARLES E. JONES, JR."	32.3772	87.5236	0
"WVFJ-FM"	"93.3  MHz"	"FM"	"C1"	"LIC"	"MANCHESTER"	"GA"	"US"	"BMLH   -20030220AAJ"	53679	"33-5-10N"	"84-46-10W"	"PROVIDENT BROADCASTING COMPANY, INC"	33.0861	84.7694	0
"WVFL"	"89.9  MHz"	"FM"	"A"	"LIC"	"FOND DU LAC"	"WI"	"US"	"BLED   -20070514AGG"	91710	"43-48-9N"	"88-20-18W"	"VCY AMERICA, INC."	43.8025	88.3383	0
"WVFM"	"106.5 MHz"	"FM"	"B"	"LIC"	"KALAMAZOO"	"MI"	"US"	"BLH    -20060726ANY"	20453	"42-28-35N"	"85-29-5W"	"MIDWEST COMMUNICATIONS, INC."	42.4764	85.4847	0
"WVFP-LP"	"94.7  MHz"	"FL"	"L1"	"LIC"	"GAINESVILLE"	"FL"	"US"	"BLL    -20080505AEJ"	135063	"29-41-12N"	"82-26-48W"	"FAITH PRESBYTERIAN CHURCH OF GAINESVILLE, INC."	29.6867	82.4467	0
"WVFS"	"89.7  MHz"	"FM"	"A"	"LIC"	"TALLAHASSEE"	"FL"	"US"	"BLED   -19931115KA"	4204	"30-26-22N"	"84-17-29W"	"FLORIDA STATE UNIVERSITY"	30.4394	84.2914	0
"WVGA"	"105.9 MHz"	"FM"	"C3"	"LIC"	"LAKELAND"	"GA"	"US"	"BLH    -20021115AAB"	36379	"31-3-21N"	"83-13-54W"	"RTG RADIO, LLC, DEBTOR-IN-POSSESSION"	31.0558	83.2317	0
